,loss,mae,val_loss,val_mae
0,0.01285536028444767,0.05852089822292328,0.002339476253837347,0.033990729600191116
1,0.002014764351770282,0.03156798332929611,0.0020846454426646233,0.03256005793809891
2,0.0018523185281082988,0.03029738739132881,0.0017779272748157382,0.029365386813879013
3,0.001768247690051794,0.029673682525753975,0.002083034720271826,0.03401079401373863
4,0.0017244230257347226,0.029439641162753105,0.0018812248017638922,0.03095979243516922
5,0.0016713773366063833,0.028793802484869957,0.0016115392791107297,0.02809988707304001
6,0.0016954154707491398,0.02925906889140606,0.001568409032188356,0.02775871381163597
7,0.001646426972001791,0.028709331527352333,0.0016054261941462755,0.028546622022986412
8,0.0016477428143844008,0.028960326686501503,0.0016169074224308133,0.028777487576007843
9,0.0016690796473994851,0.029151620343327522,0.001744285342283547,0.03062056005001068
10,0.0016458396567031741,0.02878541871905327,0.0017924837302416563,0.03118041343986988
11,0.0016433782875537872,0.02876398153603077,0.0028519423212856054,0.042204130440950394
12,0.0015875319950282574,0.028039565309882164,0.0015506047056987882,0.027939535677433014
13,0.0015866407193243504,0.028032464906573296,0.001553791225887835,0.02802763320505619
14,0.0016236238880082965,0.028520869091153145,0.001519088400527835,0.027420800179243088
15,0.0016184913692995906,0.02839335799217224,0.0015180106274783611,0.02743443287909031
16,0.0015811900375410914,0.028028706088662148,0.001634906860999763,0.02877909690141678
17,0.0015719861257821321,0.027873266488313675,0.0015533408150076866,0.027696311473846436
18,0.001588203595019877,0.028141221031546593,0.001996929058805108,0.03288811817765236
19,0.0016072009457275271,0.02829483337700367,0.0019394661067053676,0.03232941776514053
20,0.0015890331706032157,0.028245877474546432,0.0019594458863139153,0.03241517394781113
21,0.001551798079162836,0.027709711343050003,0.0015243119560182095,0.027333948761224747
22,0.0015737939393147826,0.028002770617604256,0.0015202085487544537,0.027537286281585693
23,0.0015680689830332994,0.027807915583252907,0.0015239744680002332,0.02753818780183792
24,0.0015576943987980485,0.027693472802639008,0.001571886707097292,0.02773379161953926
25,0.0015606296947225928,0.027743184939026833,0.0015779681270942092,0.028488965705037117
26,0.0015419138362631202,0.027502210810780525,0.0015119204763323069,0.027133282274007797
27,0.0015658262418583035,0.0277576744556427,0.0015789411263540387,0.028522999957203865
28,0.0015333308838307858,0.027373386546969414,0.0016049956902861595,0.02891448885202408
29,0.0015507019124925137,0.02767898701131344,0.0015129721723496914,0.027194101363420486
