,loss,mae,val_loss,val_mae
0,0.03343158960342407,0.12806540727615356,0.006021232809871435,0.05856631323695183
1,0.006118204444646835,0.05786304548382759,0.00460255891084671,0.0502188540995121
2,0.004893757868558168,0.051442377269268036,0.003946100361645222,0.04599752277135849
3,0.00434336019679904,0.04816766455769539,0.0041749910451471806,0.04775959253311157
4,0.004181935917586088,0.04708719998598099,0.0035379452165216208,0.04462626948952675
5,0.004076775163412094,0.04640885815024376,0.0033866881858557463,0.04282257705926895
6,0.0039917053654789925,0.04567386955022812,0.0033345012925565243,0.04263138398528099
7,0.003916642628610134,0.04500526934862137,0.003378993831574917,0.04348301887512207
8,0.0038382753264158964,0.04451408237218857,0.0038691938389092684,0.04807714372873306
9,0.0038113880436867476,0.044320862740278244,0.0032114393543452024,0.041501857340335846
10,0.0037607543636113405,0.04387085139751434,0.0041308593936264515,0.05054080858826637
11,0.003699780674651265,0.043434057384729385,0.003177691949531436,0.041145116090774536
12,0.0036885400768369436,0.04340771585702896,0.003111270722001791,0.04075347259640694
13,0.0036405068822205067,0.04295429214835167,0.0030824849382042885,0.04054185003042221
14,0.0035890096332877874,0.04249689355492592,0.003066249890252948,0.04025185480713844
15,0.003551759757101536,0.04226315766572952,0.0030358589719980955,0.040162593126297
16,0.003508529858663678,0.041912831366062164,0.0034219406079500914,0.04268912225961685
17,0.003514309413731098,0.04204309731721878,0.0029970109462738037,0.04013128951191902
18,0.0034922475460916758,0.041902512311935425,0.0029859011992812157,0.040083710104227066
19,0.0034420036245137453,0.041412532329559326,0.0029706298373639584,0.0395507737994194
20,0.003436804749071598,0.04147614166140556,0.0030746280681341887,0.04001573100686073
21,0.0034410280641168356,0.04153589904308319,0.002960523823276162,0.040157198905944824
22,0.003403200302273035,0.04111636057496071,0.002897206461057067,0.03913380578160286
23,0.0033510131761431694,0.04055602103471756,0.002879290608689189,0.03909630700945854
24,0.0033316458575427532,0.040531061589717865,0.0028691275510936975,0.03893394023180008
25,0.003371680388227105,0.04102674871683121,0.0028536366298794746,0.03883049637079239
26,0.0033011857885867357,0.040400512516498566,0.0028459709137678146,0.03881374001502991
27,0.003288101404905319,0.04028981178998947,0.0028290373738855124,0.038668401539325714
28,0.003304039593786001,0.04042473062872887,0.002847607247531414,0.03856038302183151
29,0.003262163605540991,0.0399605967104435,0.00280962185934186,0.03847874328494072
