AnEar,Date,milk_production
1280,2023-08-23,83.4
1280,2023-08-24,89.9
1280,2023-08-25,80.9
1280,2023-08-26,89.6
1280,2023-08-27,83.1
1280,2023-08-28,85.0
1280,2023-08-29,89.5
1280,2023-08-30,85.6
1280,2023-08-31,91.3
1280,2023-09-01,95.4
1280,2023-09-02,82.4
1280,2023-09-03,91.8
1280,2023-09-04,86.3
1280,2023-09-05,95.1
1280,2023-09-06,83.6
1280,2023-09-07,85.9
1280,2023-09-08,90.7
1280,2023-09-09,83.3
1280,2023-09-10,82.7
1280,2023-09-11,89.5
1280,2023-09-12,80.4
1280,2023-09-13,85.5
1280,2023-09-14,88.2
1280,2023-09-15,90.5
1280,2023-09-16,83.9
1280,2023-09-17,93.2
1280,2023-09-18,89.1
1280,2023-09-19,91.5
1280,2023-09-20,92.2
1280,2023-09-21,92.6
1280,2023-09-22,91.9
1280,2023-09-23,95.7
1280,2023-09-24,89.4
1280,2023-09-25,87.1
1280,2023-09-26,85.6
1280,2023-09-27,86.1
1280,2023-09-28,77.9
1280,2023-09-29,96.7
1280,2023-09-30,84.4
1280,2023-10-01,91.1
1280,2023-10-02,83.5
1280,2023-10-03,79.0
1280,2023-10-04,90.0
1280,2023-10-05,87.2
1280,2023-10-06,90.6
1280,2023-10-07,82.4
1280,2023-10-08,80.0
1280,2023-10-09,77.2
1280,2023-10-10,80.7
1280,2023-10-11,70.9
1280,2023-10-12,75.1
1280,2023-10-13,83.1
1280,2023-10-14,79.1
1280,2023-10-15,89.3
1280,2023-10-16,87.1
1280,2023-10-17,74.5
1280,2023-10-18,63.6
1280,2023-10-19,56.6
1280,2023-10-20,59.6
1280,2023-10-21,61.5
1280,2023-10-22,64.9
1280,2023-10-23,65.9
1280,2023-10-24,79.8
1280,2023-10-25,78.7
1280,2023-10-26,71.8
1280,2023-10-27,79.8
1280,2023-10-28,80.5
1280,2023-10-29,80.5
1280,2023-10-30,72.4
1280,2023-10-31,67.9
1280,2023-11-01,74.3
1280,2023-11-02,79.3
1280,2023-11-03,77.4
1280,2023-11-04,81.8
1280,2023-11-05,75.4
1280,2023-11-06,73.7
1280,2023-11-07,78.3
1280,2023-11-08,81.4
1280,2023-11-09,85.1
1280,2023-11-10,82.7
1280,2023-11-11,83.4
1280,2023-11-12,80.4
1280,2023-11-13,69.5
1280,2023-11-14,72.3
1280,2023-11-15,77.5
1280,2023-11-16,65.4
1280,2023-11-17,67.8
1280,2023-11-18,75.1
1280,2023-11-19,75.6
1280,2023-11-20,78.0
1280,2023-11-21,84.4
1280,2023-11-22,76.4
1280,2023-11-23,77.9
1280,2023-11-24,75.1
1280,2023-11-25,79.6
1280,2023-11-26,71.4
1280,2023-11-27,77.6
1280,2023-11-28,72.4
1280,2023-11-29,78.9
1280,2023-11-30,75.3
1280,2023-12-01,75.7
1280,2023-12-02,87.7
1280,2023-12-03,80.0
1280,2023-12-04,82.6
1280,2023-12-05,72.2
1280,2023-12-06,76.3
1280,2023-12-07,72.2
1280,2023-12-08,67.0
1280,2023-12-09,81.9
1280,2023-12-10,70.6
1280,2023-12-11,69.5
1280,2023-12-12,69.8
1280,2023-12-13,77.3
1280,2023-12-14,64.1
1280,2023-12-15,68.7
1280,2023-12-16,74.8
1280,2023-12-17,70.4
1280,2023-12-18,66.1
1280,2023-12-19,66.3
1280,2023-12-20,74.5
1305,2023-02-13,9.3
1305,2023-02-14,36.0
1305,2023-02-15,35.7
1305,2023-02-16,35.6
1305,2023-02-17,36.7
1305,2023-02-18,41.6
1305,2023-02-19,41.2
1305,2023-02-20,43.7
1305,2023-02-21,51.5
1305,2023-02-22,51.1
1305,2023-02-23,51.9
1305,2023-02-24,48.1
1305,2023-02-25,60.0
1305,2023-02-26,60.7
1305,2023-02-27,63.2
1305,2023-02-28,66.4
1305,2023-03-01,68.3
1305,2023-03-02,69.4
1305,2023-03-03,68.5
1305,2023-03-04,70.4
1305,2023-03-05,65.1
1305,2023-03-06,71.9
1305,2023-03-07,71.2
1305,2023-03-08,64.1
1305,2023-03-09,74.6
1305,2023-03-10,78.7
1305,2023-03-11,73.9
1305,2023-03-12,78.6
1305,2023-03-13,74.7
1305,2023-03-14,81.4
1305,2023-03-15,72.5
1305,2023-03-16,75.0
1305,2023-03-17,78.4
1305,2023-03-18,78.5
1305,2023-03-19,81.7
1305,2023-03-20,83.5
1305,2023-03-21,77.5
1305,2023-03-22,76.4
1305,2023-03-23,64.3
1305,2023-03-24,82.2
1305,2023-03-25,87.9
1305,2023-03-26,87.1
1305,2023-03-27,87.3
1305,2023-03-28,86.1
1305,2023-03-29,87.4
1305,2023-03-30,79.3
1305,2023-03-31,82.2
1305,2023-04-01,85.0
1305,2023-04-02,83.2
1305,2023-04-03,80.6
1305,2023-04-04,86.9
1305,2023-04-05,74.9
1305,2023-04-06,85.0
1305,2023-04-07,80.6
1305,2023-04-08,83.2
1305,2023-04-09,85.3
1305,2023-04-10,88.6
1305,2023-04-11,90.0
1305,2023-04-12,83.8
1305,2023-04-13,90.5
1305,2023-04-14,80.3
1305,2023-04-15,77.3
1305,2023-04-16,84.1
1305,2023-04-17,68.4
1305,2023-04-18,78.5
1305,2023-04-19,82.1
1305,2023-04-20,83.0
1305,2023-04-21,85.0
1305,2023-04-22,80.6
1305,2023-04-23,94.2
1305,2023-04-24,88.0
1305,2023-04-25,88.9
1305,2023-04-26,92.0
1305,2023-04-27,86.8
1305,2023-04-28,86.1
1305,2023-04-29,88.4
1305,2023-04-30,85.1
1305,2023-05-01,77.8
1305,2023-05-02,81.6
1305,2023-05-03,87.8
1305,2023-05-04,84.4
1305,2023-05-05,83.9
1305,2023-05-06,89.4
1305,2023-05-07,86.9
1305,2023-05-08,84.3
1305,2023-05-09,84.3
1305,2023-05-10,90.2
1305,2023-05-11,86.8
1305,2023-05-12,89.5
1305,2023-05-13,89.0
1305,2023-05-14,88.0
1305,2023-05-15,87.8
1305,2023-05-16,83.7
1305,2023-05-17,88.4
1305,2023-05-18,83.4
1305,2023-05-19,93.9
1305,2023-05-20,94.4
1305,2023-05-21,87.3
1305,2023-05-22,88.4
1305,2023-05-23,89.4
1305,2023-05-24,92.3
1305,2023-05-25,92.4
1305,2023-05-26,95.5
1305,2023-05-27,86.5
1305,2023-05-28,86.5
1305,2023-05-29,93.8
1305,2023-05-30,98.4
1305,2023-05-31,88.5
1305,2023-06-01,89.5
1305,2023-06-02,78.5
1305,2023-06-03,83.9
1305,2023-06-04,69.5
1305,2023-06-05,87.3
1305,2023-06-06,94.3
1305,2023-06-07,90.3
1305,2023-06-08,90.1
1305,2023-06-09,91.0
1305,2023-06-10,95.1
1305,2023-06-11,85.1
1305,2023-06-12,88.2
1305,2023-06-13,91.6
1305,2023-06-14,87.1
1305,2023-06-15,85.3
1305,2023-06-16,79.4
1305,2023-06-17,88.3
1305,2023-06-18,87.5
1305,2023-06-19,85.7
1305,2023-06-20,87.6
1305,2023-06-21,88.5
1305,2023-06-22,85.2
1305,2023-06-23,90.4
1305,2023-06-24,81.7
1305,2023-06-25,84.9
1305,2023-06-26,88.0
1305,2023-06-27,90.1
1305,2023-06-28,83.7
1305,2023-06-29,78.5
1305,2023-06-30,87.0
1305,2023-07-01,86.9
1305,2023-07-02,90.7
1305,2023-07-03,88.1
1305,2023-07-04,85.8
1305,2023-07-05,90.6
1305,2023-07-06,85.5
1305,2023-07-07,89.8
1305,2023-07-08,87.8
1305,2023-07-09,87.9
1305,2023-07-10,93.2
1305,2023-07-11,87.5
1305,2023-07-12,93.1
1305,2023-07-13,87.8
1305,2023-07-14,82.8
1305,2023-07-15,85.7
1305,2023-07-16,93.2
1305,2023-07-17,94.3
1305,2023-07-18,86.3
1305,2023-07-19,82.7
1305,2023-07-20,92.2
1305,2023-07-21,85.6
1305,2023-07-22,82.8
1305,2023-07-23,77.3
1305,2023-07-24,72.5
1305,2023-07-25,83.0
1305,2023-07-26,82.8
1305,2023-07-27,81.1
1305,2023-07-28,80.5
1305,2023-07-29,90.6
1305,2023-07-30,81.6
1305,2023-07-31,85.5
1305,2023-08-01,88.4
1305,2023-08-02,81.9
1305,2023-08-03,91.4
1305,2023-08-04,84.5
1305,2023-08-05,76.4
1305,2023-08-06,79.7
1305,2023-08-07,85.4
1305,2023-08-08,81.1
1305,2023-08-09,84.9
1305,2023-08-10,85.2
1305,2023-08-11,85.5
1305,2023-08-12,90.8
1305,2023-08-13,87.0
1305,2023-08-14,81.2
1305,2023-08-15,87.5
1305,2023-08-16,87.5
1305,2023-08-17,81.6
1305,2023-08-18,83.6
1305,2023-08-19,79.9
1305,2023-08-20,82.4
1305,2023-08-21,92.3
1305,2023-08-22,86.9
1305,2023-08-23,94.1
1305,2023-08-24,87.1
1305,2023-08-25,75.3
1305,2023-08-26,81.2
1305,2023-08-27,77.8
1305,2023-08-28,82.8
1305,2023-08-29,84.3
1305,2023-08-30,87.7
1305,2023-08-31,85.1
1305,2023-09-01,87.4
1305,2023-09-02,94.8
1305,2023-09-03,89.5
1305,2023-09-04,89.7
1305,2023-09-05,82.8
1305,2023-09-06,78.2
1305,2023-09-07,80.6
1305,2023-09-08,80.8
1305,2023-09-09,82.6
1305,2023-09-10,82.0
1305,2023-09-11,78.4
1305,2023-09-12,78.8
1305,2023-09-13,85.7
1305,2023-09-14,81.9
1305,2023-09-15,85.7
1305,2023-09-16,80.4
1305,2023-09-17,86.1
1305,2023-09-18,82.4
1305,2023-09-19,79.4
1305,2023-09-20,82.7
1305,2023-09-21,87.4
1305,2023-09-22,76.3
1305,2023-09-23,82.4
1305,2023-09-24,89.8
1305,2023-09-25,85.9
1305,2023-09-26,79.9
1305,2023-09-27,72.1
1305,2023-09-28,61.4
1305,2023-09-29,77.0
1305,2023-09-30,73.3
1305,2023-10-01,76.5
1305,2023-10-02,77.6
1305,2023-10-03,77.9
1305,2023-10-04,82.1
1305,2023-10-05,81.2
1305,2023-10-06,81.8
1305,2023-10-07,83.1
1305,2023-10-08,77.0
1305,2023-10-09,83.0
1305,2023-10-10,76.7
1305,2023-10-11,77.9
1305,2023-10-12,77.7
1305,2023-10-13,85.4
1305,2023-10-14,80.4
1305,2023-10-15,81.1
1305,2023-10-16,89.2
1305,2023-10-17,76.2
1305,2023-10-18,75.9
1305,2023-10-19,76.9
1305,2023-10-20,73.2
1305,2023-10-21,83.5
1305,2023-10-22,79.6
1305,2023-10-23,79.1
1305,2023-10-24,75.1
1305,2023-10-25,74.7
1305,2023-10-26,70.2
1305,2023-10-27,54.1
1305,2023-10-28,61.4
1305,2023-10-29,72.8
1305,2023-10-30,65.7
1305,2023-10-31,74.0
1305,2023-11-01,71.6
1305,2023-11-02,70.9
1305,2023-11-03,75.3
1305,2023-11-04,72.0
1305,2023-11-05,77.5
1305,2023-11-06,72.9
1305,2023-11-07,74.5
1305,2023-11-08,81.2
1305,2023-11-09,75.1
1305,2023-11-10,76.6
1305,2023-11-11,72.9
1305,2023-11-12,75.4
1305,2023-11-13,70.6
1305,2023-11-14,74.4
1305,2023-11-15,70.1
1305,2023-11-16,70.8
1305,2023-11-17,72.7
1305,2023-11-18,79.2
1305,2023-11-19,76.1
1305,2023-11-20,74.2
1305,2023-11-21,68.1
1305,2023-11-22,68.7
1305,2023-11-23,59.9
1305,2023-11-24,64.8
1305,2023-11-25,74.8
1305,2023-11-26,66.3
1305,2023-11-27,72.1
1305,2023-11-28,68.1
1305,2023-11-29,75.3
1305,2023-11-30,64.3
1305,2023-12-01,59.9
1305,2023-12-02,59.6
1305,2023-12-03,47.3
1305,2023-12-04,39.2
1305,2023-12-05,27.0
1305,2023-12-06,12.2
1305,2023-12-07,2.7
1305,2023-12-08,12.9
1305,2023-12-09,23.4
1305,2023-12-10,37.5
1305,2023-12-11,41.2
1305,2023-12-12,47.1
1305,2023-12-13,55.6
1305,2023-12-14,32.0
1327,2023-04-09,14.8
1327,2023-04-10,34.3
1327,2023-04-11,45.1
1327,2023-04-12,38.8
1327,2023-04-13,51.5
1327,2023-04-14,49.7
1327,2023-04-15,53.4
1327,2023-04-16,56.6
1327,2023-04-17,60.7
1327,2023-04-18,61.5
1327,2023-04-19,62.4
1327,2023-04-20,63.1
1327,2023-04-21,71.2
1327,2023-04-22,70.5
1327,2023-04-23,73.4
1327,2023-04-24,70.0
1327,2023-04-25,61.2
1327,2023-04-26,71.2
1327,2023-04-27,67.2
1327,2023-04-28,75.4
1327,2023-04-29,71.1
1327,2023-04-30,76.1
1327,2023-05-01,73.9
1327,2023-05-02,76.5
1327,2023-05-03,75.6
1327,2023-05-04,80.0
1327,2023-05-05,81.1
1327,2023-05-06,77.5
1327,2023-05-07,104.0
1327,2023-05-08,86.1
1327,2023-05-09,83.0
1327,2023-05-10,82.5
1327,2023-05-11,75.3
1327,2023-05-12,79.1
1327,2023-05-13,83.8
1327,2023-05-14,83.9
1327,2023-05-15,87.8
1327,2023-05-16,83.4
1327,2023-05-17,85.9
1327,2023-05-18,84.0
1327,2023-05-19,89.8
1327,2023-05-20,92.1
1327,2023-05-21,88.2
1327,2023-05-22,89.2
1327,2023-05-23,91.8
1327,2023-05-24,92.4
1327,2023-05-25,87.9
1327,2023-05-26,92.9
1327,2023-05-27,89.8
1327,2023-05-28,92.2
1327,2023-05-29,91.2
1327,2023-05-30,90.3
1327,2023-05-31,87.8
1327,2023-06-01,91.2
1327,2023-06-02,92.4
1327,2023-06-03,136.0
1327,2023-06-04,89.6
1327,2023-06-05,90.3
1327,2023-06-06,91.0
1327,2023-06-07,91.5
1327,2023-06-08,86.5
1327,2023-06-09,92.1
1327,2023-06-10,81.5
1327,2023-06-11,92.2
1327,2023-06-12,88.8
1327,2023-06-13,86.6
1327,2023-06-14,91.6
1327,2023-06-15,88.4
1327,2023-06-16,84.6
1327,2023-06-17,86.7
1327,2023-06-18,93.0
1327,2023-06-19,89.8
1327,2023-06-20,87.0
1327,2023-06-21,87.5
1327,2023-06-22,82.5
1327,2023-06-23,86.1
1327,2023-06-24,85.4
1327,2023-06-25,84.5
1327,2023-06-26,84.0
1327,2023-06-27,79.6
1327,2023-06-28,88.1
1327,2023-06-29,92.1
1327,2023-06-30,90.1
1327,2023-07-01,88.3
1327,2023-07-02,84.0
1327,2023-07-03,86.6
1327,2023-07-04,79.1
1327,2023-07-05,84.7
1327,2023-07-06,84.6
1327,2023-07-07,88.3
1327,2023-07-08,88.0
1327,2023-07-09,85.1
1327,2023-07-10,86.3
1327,2023-07-11,87.0
1327,2023-07-12,86.6
1327,2023-07-13,89.4
1327,2023-07-14,88.4
1327,2023-07-15,86.4
1327,2023-07-16,90.0
1327,2023-07-17,86.3
1327,2023-07-18,75.1
1327,2023-07-19,65.0
1327,2023-07-20,76.4
1327,2023-07-21,74.1
1327,2023-07-22,78.0
1327,2023-07-23,79.3
1327,2023-07-24,80.5
1327,2023-07-25,85.7
1327,2023-07-26,85.2
1327,2023-07-27,81.2
1327,2023-07-28,90.8
1327,2023-07-29,86.7
1327,2023-07-30,80.3
1327,2023-07-31,79.3
1327,2023-08-01,83.2
1327,2023-08-02,83.8
1327,2023-08-03,83.6
1327,2023-08-04,85.0
1327,2023-08-05,82.7
1327,2023-08-06,84.3
1327,2023-08-07,80.0
1327,2023-08-08,82.7
1327,2023-08-09,85.7
1327,2023-08-10,79.5
1327,2023-08-11,86.6
1327,2023-08-12,88.0
1327,2023-08-13,82.2
1327,2023-08-14,89.5
1327,2023-08-15,83.8
1327,2023-08-16,88.1
1327,2023-08-17,87.8
1327,2023-08-18,91.5
1327,2023-08-19,90.5
1327,2023-08-20,89.0
1327,2023-08-21,82.1
1327,2023-08-22,84.3
1327,2023-08-23,80.6
1327,2023-08-24,79.0
1327,2023-08-25,77.9
1327,2023-08-26,77.9
1327,2023-08-27,79.2
1327,2023-08-28,77.8
1327,2023-08-29,81.5
1327,2023-08-30,82.8
1327,2023-08-31,79.7
1327,2023-09-01,85.5
1327,2023-09-02,83.9
1327,2023-09-03,87.2
1327,2023-09-04,73.6
1327,2023-09-05,73.7
1327,2023-09-06,78.8
1327,2023-09-07,82.3
1327,2023-09-08,84.4
1327,2023-09-09,81.6
1327,2023-09-10,85.5
1327,2023-09-11,87.7
1327,2023-09-12,85.7
1327,2023-09-13,80.5
1327,2023-09-14,81.3
1327,2023-09-15,80.5
1327,2023-09-16,88.6
1327,2023-09-17,83.9
1327,2023-09-18,85.1
1327,2023-09-19,88.8
1327,2023-09-20,80.8
1327,2023-09-21,86.7
1327,2023-09-22,91.3
1327,2023-09-23,87.6
1327,2023-09-24,79.2
1327,2023-09-25,81.0
1327,2023-09-26,84.8
1327,2023-09-27,85.8
1327,2023-09-28,79.2
1327,2023-09-29,82.4
1327,2023-09-30,78.6
1327,2023-10-01,81.2
1327,2023-10-02,85.9
1327,2023-10-03,82.0
1327,2023-10-04,82.6
1327,2023-10-05,87.9
1327,2023-10-06,83.8
1327,2023-10-07,89.5
1327,2023-10-08,82.0
1327,2023-10-09,82.3
1327,2023-10-10,85.9
1327,2023-10-11,81.9
1327,2023-10-12,85.7
1327,2023-10-13,85.7
1327,2023-10-14,81.8
1327,2023-10-15,83.3
1327,2023-10-16,79.6
1327,2023-10-17,85.1
1327,2023-10-18,81.8
1327,2023-10-19,82.8
1327,2023-10-20,79.3
1327,2023-10-21,83.0
1327,2023-10-22,78.2
1327,2023-10-23,81.2
1327,2023-10-24,79.3
1327,2023-10-25,82.4
1327,2023-10-26,79.5
1327,2023-10-27,75.1
1327,2023-10-28,80.6
1327,2023-10-29,81.7
1327,2023-10-30,82.7
1327,2023-10-31,81.2
1327,2023-11-01,79.5
1327,2023-11-02,80.3
1327,2023-11-03,86.2
1327,2023-11-04,82.8
1327,2023-11-05,76.2
1327,2023-11-06,73.0
1327,2023-11-07,74.9
1327,2023-11-08,73.3
1327,2023-11-09,75.8
1327,2023-11-10,81.0
1327,2023-11-11,74.0
1327,2023-11-12,74.6
1327,2023-11-13,74.9
1327,2023-11-14,75.7
1327,2023-11-15,75.7
1327,2023-11-16,76.8
1327,2023-11-17,74.5
1327,2023-11-18,81.0
1327,2023-11-19,81.9
1327,2023-11-20,84.2
1327,2023-11-21,83.1
1327,2023-11-22,82.1
1327,2023-11-23,77.7
1327,2023-11-24,77.0
1327,2023-11-25,80.5
1327,2023-11-26,77.7
1327,2023-11-27,80.5
1327,2023-11-28,83.2
1327,2023-11-29,77.2
1327,2023-11-30,81.0
1327,2023-12-01,82.3
1327,2023-12-02,86.1
1327,2023-12-03,85.8
1327,2023-12-04,85.9
1327,2023-12-05,77.9
1327,2023-12-06,94.8
1327,2023-12-07,82.2
1327,2023-12-08,80.2
1327,2023-12-09,88.9
1327,2023-12-10,82.9
1327,2023-12-11,79.6
1327,2023-12-12,73.2
1327,2023-12-13,84.7
1327,2023-12-14,75.6
1327,2023-12-15,83.8
1327,2023-12-16,85.8
1327,2023-12-17,81.4
1327,2023-12-18,78.8
1327,2023-12-19,73.4
1327,2023-12-20,54.5
1327,2023-12-21,66.7
1327,2023-12-22,65.2
1327,2023-12-23,71.4
1327,2023-12-24,70.8
1327,2023-12-25,80.4
1327,2023-12-26,75.5
1327,2023-12-27,76.2
1327,2023-12-28,78.9
1327,2023-12-29,81.8
1327,2023-12-30,78.8
1327,2023-12-31,75.0
1327,2024-01-01,80.5
1327,2024-01-02,79.3
1327,2024-01-03,76.3
1327,2024-01-04,80.2
1327,2024-01-05,78.2
1327,2024-01-06,79.9
1327,2024-01-07,82.4
1327,2024-01-08,82.7
1327,2024-01-09,82.6
1327,2024-01-10,78.9
1327,2024-01-11,79.8
1327,2024-01-12,79.0
1327,2024-01-13,81.2
1327,2024-01-14,82.0
1327,2024-01-15,79.6
1327,2024-01-16,76.1
1327,2024-01-17,80.6
1327,2024-01-18,78.8
1327,2024-01-19,81.6
1327,2024-01-20,80.4
1327,2024-01-21,76.3
1327,2024-01-22,82.5
1327,2024-01-23,81.3
1327,2024-01-24,79.3
1327,2024-01-25,76.1
1327,2024-01-26,80.1
1327,2024-01-27,85.3
1327,2024-01-28,78.6
1327,2024-01-29,85.3
1327,2024-01-30,78.4
1327,2024-01-31,83.4
1327,2024-02-01,79.4
1327,2024-02-02,83.0
1327,2024-02-03,76.8
1327,2024-02-04,78.4
1327,2024-02-05,76.9
1327,2024-02-06,71.0
1327,2024-02-07,79.6
1329,2023-03-21,11.2
1329,2023-03-22,32.9
1329,2023-03-23,40.3
1329,2023-03-24,38.4
1329,2023-03-25,49.0
1329,2023-03-26,48.1
1329,2023-03-27,55.5
1329,2023-03-28,59.3
1329,2023-03-29,58.8
1329,2023-03-30,54.9
1329,2023-03-31,66.6
1329,2023-04-01,70.4
1329,2023-04-02,66.6
1329,2023-04-03,73.0
1329,2023-04-04,71.4
1329,2023-04-05,76.0
1329,2023-04-06,71.8
1329,2023-04-07,70.5
1329,2023-04-08,70.1
1329,2023-04-09,70.2
1329,2023-04-10,79.5
1329,2023-04-11,84.8
1329,2023-04-12,82.3
1329,2023-04-13,83.7
1329,2023-04-14,77.7
1329,2023-04-15,82.1
1329,2023-04-16,82.0
1329,2023-04-17,82.1
1329,2023-04-18,84.4
1329,2023-04-19,85.1
1329,2023-04-20,85.7
1329,2023-04-21,89.8
1329,2023-04-22,81.4
1329,2023-04-23,85.2
1329,2023-04-24,81.0
1329,2023-04-25,88.0
1329,2023-04-26,83.4
1329,2023-04-27,81.9
1329,2023-04-28,86.4
1329,2023-04-29,89.9
1329,2023-04-30,84.5
1329,2023-05-01,82.2
1329,2023-05-02,88.1
1329,2023-05-03,84.7
1329,2023-05-04,88.8
1329,2023-05-05,88.4
1329,2023-05-06,88.9
1329,2023-05-07,85.2
1329,2023-05-08,81.3
1329,2023-05-09,82.0
1329,2023-05-10,91.1
1329,2023-05-11,59.7
1329,2023-05-12,74.4
1329,2023-05-13,79.6
1329,2023-05-14,83.5
1329,2023-05-15,84.3
1329,2023-05-16,86.0
1329,2023-05-17,81.4
1329,2023-05-18,82.7
1329,2023-05-19,85.5
1329,2023-05-20,86.6
1329,2023-05-21,86.1
1329,2023-05-22,86.4
1329,2023-05-23,94.0
1329,2023-05-24,89.4
1329,2023-05-25,79.0
1329,2023-05-26,81.3
1329,2023-05-27,82.0
1329,2023-05-28,85.9
1329,2023-05-29,84.4
1329,2023-05-30,84.1
1329,2023-05-31,70.9
1329,2023-06-01,79.4
1329,2023-06-02,82.2
1329,2023-06-03,83.6
1329,2023-06-04,85.3
1329,2023-06-05,77.8
1329,2023-06-06,85.7
1329,2023-06-07,83.5
1329,2023-06-08,88.5
1329,2023-06-09,86.1
1329,2023-06-10,86.7
1329,2023-06-11,91.1
1329,2023-06-12,88.7
1329,2023-06-13,87.8
1329,2023-06-14,83.1
1329,2023-06-15,81.8
1329,2023-06-16,85.7
1329,2023-06-17,79.7
1329,2023-06-18,93.6
1329,2023-06-19,82.5
1329,2023-06-20,86.4
1329,2023-06-21,88.9
1329,2023-06-22,85.4
1329,2023-06-23,82.7
1329,2023-06-24,84.2
1329,2023-06-25,92.3
1329,2023-06-26,83.7
1329,2023-06-27,87.1
1329,2023-06-28,85.6
1329,2023-06-29,86.2
1329,2023-06-30,88.4
1329,2023-07-01,89.4
1329,2023-07-02,89.2
1329,2023-07-03,88.1
1329,2023-07-04,86.7
1329,2023-07-05,87.2
1329,2023-07-06,87.8
1329,2023-07-07,85.2
1329,2023-07-08,81.5
1329,2023-07-09,87.1
1329,2023-07-10,94.8
1329,2023-07-11,88.1
1329,2023-07-12,90.9
1329,2023-07-13,85.9
1329,2023-07-14,80.9
1329,2023-07-15,78.8
1329,2023-07-16,87.8
1329,2023-07-17,89.5
1329,2023-07-18,90.2
1329,2023-07-19,87.5
1329,2023-07-20,83.8
1329,2023-07-21,79.8
1329,2023-07-22,78.3
1329,2023-07-23,78.3
1329,2023-07-24,81.1
1329,2023-07-25,71.9
1329,2023-07-26,75.9
1329,2023-07-27,85.2
1329,2023-07-28,84.6
1329,2023-07-29,82.8
1329,2023-07-30,79.5
1329,2023-07-31,72.5
1329,2023-08-01,75.7
1329,2023-08-02,78.5
1329,2023-08-03,79.4
1329,2023-08-04,83.3
1329,2023-08-05,81.0
1329,2023-08-06,83.8
1329,2023-08-07,84.1
1329,2023-08-08,81.1
1329,2023-08-09,87.7
1329,2023-08-10,85.0
1329,2023-08-11,87.5
1329,2023-08-12,96.1
1329,2023-08-13,81.3
1329,2023-08-14,83.4
1329,2023-08-15,81.4
1329,2023-08-16,79.8
1329,2023-08-17,80.9
1329,2023-08-18,87.8
1329,2023-08-19,77.4
1329,2023-08-20,87.0
1329,2023-08-21,82.7
1329,2023-08-22,84.0
1329,2023-08-23,34.1
1329,2023-08-24,86.6
1329,2023-08-25,78.2
1329,2023-08-26,74.1
1329,2023-08-27,76.3
1329,2023-08-28,75.2
1329,2023-08-29,82.6
1329,2023-08-30,84.9
1329,2023-08-31,90.9
1329,2023-09-01,87.6
1329,2023-09-02,81.4
1329,2023-09-03,87.2
1329,2023-09-04,83.9
1329,2023-09-05,86.3
1329,2023-09-06,75.2
1329,2023-09-07,79.5
1329,2023-09-08,82.6
1329,2023-09-09,76.4
1329,2023-09-10,82.7
1329,2023-09-11,83.2
1329,2023-09-12,81.9
1329,2023-09-13,79.4
1329,2023-09-14,85.2
1329,2023-09-15,80.9
1329,2023-09-16,75.5
1329,2023-09-17,78.6
1329,2023-09-18,89.1
1329,2023-09-19,83.3
1329,2023-09-20,69.9
1329,2023-09-21,72.5
1329,2023-09-22,82.8
1329,2023-09-23,80.4
1329,2023-09-24,79.2
1329,2023-09-25,80.5
1329,2023-09-26,81.8
1329,2023-09-27,80.5
1329,2023-09-28,77.2
1329,2023-09-29,82.8
1329,2023-09-30,82.4
1329,2023-10-01,80.5
1329,2023-10-02,75.3
1329,2023-10-03,75.6
1329,2023-10-04,82.6
1329,2023-10-05,79.1
1329,2023-10-06,78.1
1329,2023-10-07,87.2
1329,2023-10-08,77.6
1329,2023-10-09,89.3
1329,2023-10-10,79.3
1329,2023-10-11,83.1
1329,2023-10-12,87.8
1329,2023-10-13,88.2
1329,2023-10-14,81.7
1329,2023-10-15,78.2
1329,2023-10-16,78.0
1329,2023-10-17,79.9
1329,2023-10-18,89.0
1329,2023-10-19,75.0
1329,2023-10-20,77.6
1329,2023-10-21,74.4
1329,2023-10-22,73.5
1329,2023-10-23,78.3
1329,2023-10-24,81.8
1329,2023-10-25,86.2
1329,2023-10-26,79.0
1329,2023-10-27,79.7
1329,2023-10-28,83.0
1329,2023-10-29,81.4
1329,2023-10-30,76.2
1329,2023-10-31,80.4
1329,2023-11-01,71.7
1329,2023-11-02,73.5
1329,2023-11-03,75.8
1329,2023-11-04,81.2
1329,2023-11-05,75.3
1329,2023-11-06,77.6
1329,2023-11-07,74.4
1329,2023-11-08,82.3
1329,2023-11-09,82.4
1329,2023-11-10,73.8
1329,2023-11-11,78.4
1329,2023-11-12,76.5
1329,2023-11-13,70.6
1329,2023-11-14,73.7
1329,2023-11-15,79.3
1329,2023-11-16,72.9
1329,2023-11-17,77.2
1329,2023-11-18,81.9
1329,2023-11-19,81.6
1329,2023-11-20,72.7
1329,2023-11-21,80.8
1329,2023-11-22,75.6
1329,2023-11-23,68.1
1329,2023-11-24,70.6
1329,2023-11-25,73.5
1329,2023-11-26,71.0
1329,2023-11-27,72.3
1329,2023-11-28,65.8
1329,2023-11-29,49.5
1329,2023-11-30,41.7
1329,2023-12-01,23.3
1329,2023-12-02,7.3
1329,2023-12-03,13.9
1329,2023-12-04,14.6
1329,2023-12-05,22.3
1329,2023-12-06,35.2
1329,2023-12-07,42.6
1329,2023-12-08,52.4
1329,2023-12-09,45.9
1329,2023-12-10,58.8
1329,2023-12-11,63.3
1329,2023-12-12,63.6
1329,2023-12-13,68.1
1329,2023-12-14,70.8
