,loss,mae,val_loss,val_mae
0,0.006679447367787361,0.05277426540851593,0.002572523895651102,0.036293234676122665
1,0.0022518944460898638,0.033808499574661255,0.0019973190501332283,0.031843770295381546
2,0.0018078688299283385,0.02997024916112423,0.001709120930172503,0.029284514486789703
3,0.0016451344126835465,0.028457053005695343,0.0015956987626850605,0.0282088965177536
4,0.0015883950982242823,0.027853531762957573,0.0015526432543992996,0.02779417298734188
5,0.0015669726999476552,0.027610382065176964,0.0015338689554482698,0.027598954737186432
6,0.001559455064125359,0.02750161662697792,0.0015264368848875165,0.027525465935468674
7,0.001555054448544979,0.02744331955909729,0.0015226691029965878,0.02748391404747963
8,0.0015519441803917289,0.027415387332439423,0.0015201664064079523,0.027450546622276306
9,0.0015514198457822204,0.02741115167737007,0.0015180727932602167,0.027422327548265457
10,0.001552033587358892,0.02741898037493229,0.0015164579963311553,0.027399888262152672
11,0.0015528722433373332,0.02743173949420452,0.0015153938438743353,0.027387402951717377
12,0.0015543041517958045,0.027453390881419182,0.0015150872059166431,0.027388326823711395
13,0.0015576444566249847,0.027494754642248154,0.0015161159681156278,0.02740679681301117
14,0.0015634967712685466,0.027557220309972763,0.0015185103984549642,0.02743765525519848
15,0.0015680745709687471,0.027599604800343513,0.0015200985362753272,0.027451327070593834
16,0.0015668411506339908,0.02757781557738781,0.0015188478864729404,0.027429873123764992
17,0.0015638739569112659,0.027540812268853188,0.0015167149249464273,0.027399050071835518
18,0.0015617120079696178,0.02751702070236206,0.0015147917438298464,0.027372781187295914
19,0.0015597323654219508,0.027499865740537643,0.0015130456304177642,0.027349909767508507
20,0.001557543408125639,0.027481473982334137,0.0015114013804122806,0.027328282594680786
21,0.0015549936797469854,0.027458561584353447,0.0015097690047696233,0.02730506844818592
22,0.0015521538443863392,0.02743072621524334,0.0015082289464771748,0.02728075534105301
23,0.0015491724479943514,0.027400709688663483,0.001507115550339222,0.027257632464170456
24,0.0015462104929611087,0.027371257543563843,0.0015068926149979234,0.027239857241511345
25,0.0015433133812621236,0.027341347187757492,0.0015078618889674544,0.027236750349402428
26,0.0015405412996187806,0.027311580255627632,0.0015098863514140248,0.027245640754699707
27,0.0015381190460175276,0.027283864095807076,0.0015123774064704776,0.02726125717163086
28,0.0015361984260380268,0.02726050280034542,0.0015147144440561533,0.02727932296693325
29,0.0015346849104389548,0.027242068201303482,0.0015166094526648521,0.027295127511024475
